FIPS,state,county,monthly_housing,annual_transportation ,total_cost,life_expectancy,male_life_expectancy,female_life_expectancy,,,
17017,IL,Cass,847,13615,23779,77.23,76.6,77.92,,,
1069,AL,Houston,928,12649,23785,76.81,76.37,77.26,,,
28087,MS,Lowndes,914,12817,23785,76.06,75.56,76.57,,,
48067,TX,Cass,878,13249,23785,75.73,75.15,76.31,,,
13125,GA,Glascock,772,14523,23787,74.14,72.92,75.38,,,
21019,KY,Boyd,946,12435,23787,76.01,75.55,76.52,,,
39139,OH,Richland,928,12651,23787,77.81,77.4,78.18,,,
5101,AR,Newton,808,14093,23789,77.56,76.75,78.44,,,
19197,IA,Wright,810,14071,23791,80.32,79.75,80.94,,,
39155,OH,Trumbull,932,12608,23792,77.38,77.07,77.71,,,
37099,NC,Jackson,933,12599,23795,78.46,77.85,78.97,,,
19145,IA,Page,859,13489,23797,78.76,78.12,79.36,,,
54063,WV,Monroe,881,13226,23798,77.13,76.4,77.85,,,
51143,VA,Pittsylvania,903,12964,23800,74.54,73.89,75.15,,,
48351,TX,Newton,772,14539,23803,74.8,74.02,75.53,,,
26001,MI,Alcona,902,12983,23807,78.26,77.6,78.96,,,
38083,ND,Sheridan,762,14663,23807,82.44,81.28,83.44,,,
21201,KY,Robertson,892,13108,23812,74.98,73.76,76.06,,,
12083,FL,Marion,989,11947,23815,77.45,77.13,77.76,,,
42065,PA,Jefferson,849,13628,23816,78.19,77.72,78.65,,,
13229,GA,Pierce,922,12755,23819,74.67,73.94,75.45,,,
28107,MS,Panola,885,13200,23820,72.7,72.08,73.38,,,
31179,NE,Wayne,822,13957,23821,82.82,82.12,83.53,,,
13303,GA,Washington,923,12747,23823,75.1,74.36,75.8,,,
37171,NC,Surry,939,12555,23823,76.73,76.31,77.16,,,
18097,IN,Marion,984,12018,23826,76.2,75.96,76.45,,,
19067,IA,Floyd,834,13820,23828,79.72,79.13,80.28,,,
51083,VA,Halifax,920,12788,23828,79.36,78.92,79.78,,,
1027,AL,Clay,914,12861,23829,75.06,74.32,75.79,,,
29117,MO,Livingston,882,13250,23834,77.92,77.29,78.54,,,
36013,NY,Chautauqua,904,12988,23836,78.97,78.61,79.31,,,
19009,IA,Audubon,763,14689,23845,80.54,79.66,81.29,,,
39121,OH,Noble,855,13588,23848,81.05,80.4,81.69,,,
26129,MI,Ogemaw,919,12821,23849,76.67,76.07,77.24,,,
48399,TX,Runnels,813,14094,23850,76.99,76.27,77.73,,,
42033,PA,Clearfield,893,13135,23851,78.58,78.16,78.99,,,
46075,SD,Jones,839,13785,23853,80.24,78.65,81.69,,,
18065,IN,Henry,882,13276,23860,76.93,76.46,77.39,,,
17033,IL,Crawford,818,14045,23861,77.78,77.12,78.41,,,
20099,KS,Labette,884,13260,23868,76.27,75.63,76.9,,,
5025,AR,Cleveland,868,13455,23871,76.09,75.31,76.91,,,
1077,AL,Lauderdale,916,12880,23872,76.5,76.06,76.92,,,
28077,MS,Lawrence,861,13542,23874,73.88,73.14,74.68,,,
28099,MS,Neshoba,858,13578,23874,73.06,72.38,73.75,,,
37173,NC,Swain,925,12774,23874,74.01,73.25,74.75,,,
1043,AL,Cullman,918,12859,23875,75.31,74.86,75.78,,,
19147,IA,Palo Alto,811,14144,23876,79.52,78.82,80.2,,,
1095,AL,Marshall,911,12946,23878,74.53,74.07,74.96,,,
18017,IN,Cass,838,13822,23878,77.62,77.09,78.12,,,
39105,OH,Meigs,897,13115,23879,75.92,75.3,76.52,,,
21047,KY,Christian,904,13032,23880,75.57,75.07,76.06,,,
13201,GA,Miller,893,13171,23887,75.41,74.35,76.42,,,
37193,NC,Wilkes,941,12598,23890,77.2,76.76,77.67,,,
30041,MT,Hill,877,13373,23897,77.14,76.38,77.86,,,
48279,TX,Lamb,861,13566,23898,75.51,74.96,76.06,,,
5031,AR,Craighead,924,12818,23906,76.04,75.62,76.51,,,
40111,OK,Okmulgee,832,13925,23909,74.46,73.9,75.01,,,
42031,PA,Clarion,873,13435,23911,78.27,77.82,78.77,,,
31105,NE,Kimball,859,13607,23915,78.34,77.42,79.23,,,
40021,OK,Cherokee,898,13143,23919,75.55,74.99,76.08,,,
45059,SC,Laurens,846,13769,23921,74.53,74.04,75.08,,,
29059,MO,Dallas,794,14394,23922,76.95,76.28,77.62,,,
26153,MI,Schoolcraft,912,12980,23924,78.61,77.91,79.29,,,
54035,WV,Jackson,849,13736,23924,77.07,76.56,77.64,,,
17115,IL,Macon,938,12672,23928,76.66,76.15,77.18,,,
26033,MI,Chippewa,922,12868,23932,79.57,79.06,80.07,,,
18163,IN,Vanderburgh,947,12569,23933,77.18,76.83,77.54,,,
20053,KS,Ellsworth,856,13663,23935,78.88,77.97,79.78,,,
17021,IL,Christian,878,13402,23938,77.92,77.4,78.46,,,
28015,MS,Carroll,893,13222,23938,76.49,75.68,77.31,,,
40121,OK,Pittsburg,891,13248,23940,74.46,73.94,74.99,,,
47121,TN,Meigs,933,12747,23943,74.04,73.22,74.84,,,
4017,AZ,Navajo,881,13374,23946,75.71,75.23,76.19,,,
31045,NE,Dawes,921,12894,23946,79.71,78.88,80.46,,,
13131,GA,Grady,948,12571,23947,75.54,74.94,76.15,,,
19173,IA,Taylor,819,14121,23949,79.72,78.98,80.48,,,
51670,VA,Hopewell,944,12621,23949,77.32,76.73,77.92,,,
42123,PA,Warren,881,13380,23952,78.49,78.02,78.96,,,
45041,SC,Florence,949,12565,23953,74.5,74.08,74.89,,,
21105,KY,Hickman,833,13961,23957,76.69,75.72,77.57,,,
46043,SD,Douglas,784,14551,23959,80.99,79.96,81.93,,,
48105,TX,Crockett,774,14679,23967,77.17,76.22,78.16,,,
19111,IA,Lee,877,13444,23968,77.52,77.01,78.05,,,
37009,NC,Ashe,909,13060,23968,77.71,77.15,78.27,,,
26051,MI,Gladwin,916,12979,23971,77.62,77.01,78.17,,,
21059,KY,Daviess,929,12824,23972,77.58,77.16,77.99,,,
18103,IN,Miami,851,13761,23973,77.83,77.26,78.38,,,
35053,NM,Socorro,879,13427,23975,76.52,75.83,77.26,,,
46102,SD,Oglala Lakota,785,14558,23978,80.26,79.33,81.23,,,
20141,KS,Osborne,801,14369,23981,79.24,78.39,80.14,,,
37023,NC,Burke,890,13301,23981,76.57,76.14,77.03,,,
8043,CO,Fremont,1001,11970,23982,77.86,77.38,78.35,,,
21227,KY,Warren,930,12824,23984,77.26,76.82,77.69,,,
28085,MS,Lincoln,932,12800,23984,74.53,73.95,75.15,,,
28031,MS,Covington,891,13293,23985,73.58,72.84,74.24,,,
39087,OH,Lawrence,919,12957,23985,75.26,74.82,75.7,,,
48103,TX,Crane,837,13941,23985,75.88,74.87,76.97,,,
29009,MO,Barry,864,13618,23986,76.95,76.39,77.49,,,
48215,TX,Hidalgo,915,13007,23987,80.97,80.71,81.21,,,
35013,NM,Do•_a Ana,980,12228,23988,79.61,79.24,79.93,,,
13043,GA,Candler,946,12637,23989,74.37,73.56,75.18,,,
16059,ID,Lemhi,933,12793,23989,79.39,78.61,80.12,,,
29097,MO,Jasper,907,13105,23989,76.09,75.67,76.51,,,
19151,IA,Pocahontas,794,14463,23991,79.89,79.22,80.6,,,
29195,MO,Saline,835,13972,23992,78.35,77.73,79.04,,,
42059,PA,Greene,898,13216,23992,77.2,76.68,77.72,,,
38093,ND,Stutsman,940,12713,23993,79.46,78.83,80.05,,,
13245,GA,Richmond,956,12522,23994,74.07,73.68,74.45,,,
31173,NE,Thurston,799,14407,23995,73.88,72.97,74.79,,,
19025,IA,Calhoun,849,13808,23996,79.85,79.2,80.54,,,
51111,VA,Lunenburg,911,13064,23996,75.66,75.11,76.17,,,
12013,FL,Calhoun,911,13069,24001,75.97,75.21,76.7,,,
17185,IL,Wabash,866,13609,24001,78.37,77.68,79.05,,,
45029,SC,Colleton,954,12556,24004,73.63,73.04,74.19,,,
45085,SC,Sumter,930,12845,24005,75.65,75.23,76.1,,,
48277,TX,Lamar,894,13279,24007,77.75,76.81,78.67,,,
40015,OK,Caddo,805,14351,24011,73.27,72.63,73.96,,,
29129,MO,Mercer,762,14871,24015,78.92,77.95,79.92,,,
40071,OK,Kay,873,13542,24018,75.61,75.12,76.15,,,
47051,TN,Franklin,863,13664,24020,76.62,76.07,77.13,,,
55003,WI,Ashland,955,12560,24020,77.69,77.11,78.34,,,
42051,PA,Fayette,888,13366,24022,76.99,76.65,77.37,,,
17137,IL,Morgan,920,12985,24025,78.36,77.84,78.87,,,
37039,NC,Cherokee,929,12877,24025,76.72,76.15,77.29,,,
39101,OH,Marion,950,12628,24028,77.08,76.63,77.55,,,
31097,NE,Johnson,864,13662,24030,79.37,78.4,80.29,,,
38095,ND,Towner,751,15018,24030,79.52,78.43,80.69,,,
17191,IL,Wayne,832,14047,24031,77.79,77.17,78.39,,,
48081,TX,Coke,927,12908,24032,76.65,75.66,77.61,,,
1113,AL,Russell,940,12755,24035,74.43,73.87,74.96,,,
29083,MO,Henry,892,13337,24041,76.35,75.76,76.94,,,
21213,KY,Simpson,899,13254,24042,75.86,75.18,76.56,,,
17001,IL,Adams,925,12944,24044,78.7,78.25,79.13,,,
48253,TX,Jones,806,14373,24045,76.82,76.17,77.45,,,
12123,FL,Taylor,969,12419,24047,75.73,75.11,76.34,,,
2185,AK,North Slope,1195,9708,24048,72.63,71.5,73.63,,,
16065,ID,Madison,946,12698,24050,81.09,80.47,81.74,,,
39071,OH,Highland,925,12951,24051,76.12,75.61,76.64,,,
28127,MS,Simpson,823,14180,24056,74.32,73.7,74.97,,,
29021,MO,Buchanan,964,12488,24056,76.56,76.15,76.96,,,
35019,NM,Guadalupe,897,13294,24058,76.89,75.82,77.95,,,
30071,MT,Phillips,981,12287,24059,78.73,77.78,79.68,,,
48307,TX,McCulloch,840,13979,24059,76.68,75.96,77.43,,,
37043,NC,Clay,940,12785,24065,78.43,77.65,79.18,,,
20019,KS,Chautauqua,863,13711,24067,77.08,76.06,78.04,,,
37117,NC,Martin,923,12992,24068,77.13,76.63,77.65,,,
20157,KS,Republic,814,14304,24072,79.53,78.79,80.34,,,
26097,MI,Mackinac,938,12816,24072,79.13,78.44,79.81,,,
39031,OH,Coshocton,872,13611,24075,77.5,77.03,78.01,,,
48153,TX,Floyd,845,13936,24076,78.25,77.38,79.12,,,
51191,VA,Washington,931,12904,24076,78.79,78.25,79.34,,,
22115,LA,Vernon,898,13304,24080,75.98,75.47,76.48,,,
32009,NV,Esmeralda,846,13931,24083,78.31,77.75,78.84,,,
12051,FL,Hendry,901,13273,24085,77.29,76.69,77.91,,,
37191,NC,Wayne,914,13117,24085,76.54,76.12,76.95,,,
37185,NC,Warren,961,12560,24092,77.34,76.66,77.97,,,
17199,IL,Williamson,932,12913,24097,76.94,76.52,77.37,,,
18169,IN,Wabash,866,13708,24100,77.87,77.34,78.4,,,
28049,MS,Hinds,971,12453,24105,75.4,75.02,75.78,,,
40119,OK,Payne,1020,11865,24105,78.42,77.95,78.87,,,
22017,LA,Caddo,985,12288,24108,74.89,74.53,75.25,,,
17057,IL,Fulton,876,13598,24110,77.84,77.35,78.36,,,
37015,NC,Bertie,924,13023,24111,75.52,74.84,76.2,,,
54091,WV,Taylor,861,13781,24113,77.07,76.46,77.74,,,
48293,TX,Limestone,904,13266,24114,74.62,73.98,75.28,,,
19057,IA,Des Moines,932,12939,24123,79.15,78.67,79.66,,,
54093,WV,Tucker,828,14193,24129,77.54,76.7,78.36,,,
40049,OK,Garvin,854,13882,24130,73.59,72.96,74.24,,,
13147,GA,Hart,943,12818,24134,77.02,76.37,77.63,,,
51005,VA,Alleghany,876,13622,24134,81.7,81.33,82.08,,,
17009,IL,Brown,905,13277,24137,79.09,78.16,79.96,,,
17187,IL,Warren,870,13697,24137,78.39,77.77,79.06,,,
55078,WI,Menominee,792,14633,24137,72.81,71.63,73.99,,,
56031,WY,Platte,892,13437,24141,78.82,78.06,79.56,,,
20047,KS,Edwards,768,14927,24143,77.96,76.93,78.94,,,
13307,GA,Webster,882,13560,24144,77.87,76.61,79.1,,,
18003,IN,Allen,932,12960,24144,78.31,78.02,78.61,,,
16009,ID,Benewah,923,13071,24147,76.77,75.96,77.56,,,
29041,MO,Chariton,810,14428,24148,78.69,77.91,79.48,,,
35039,NM,Rio Arriba,957,12664,24148,75.35,74.71,75.99,,,
37113,NC,Macon,973,12472,24148,77.89,77.27,78.5,,,
20147,KS,Phillips,800,14552,24152,78.37,77.53,79.21,,,
26141,MI,Presque Isle,884,13544,24152,79.7,79.04,80.34,,,
27043,MN,Faribault,844,14027,24155,80.59,80.02,81.17,,,
48069,TX,Castro,823,14284,24160,78.56,77.67,79.4,,,
51820,VA,Waynesboro,973,12484,24160,73.8,73.26,74.33,,,
40003,OK,Alfalfa,775,14862,24162,78.21,77.38,79.05,,,
39029,OH,Columbiana,914,13196,24164,77.63,77.25,78.03,,,
40041,OK,Delaware,939,12899,24167,76.26,75.72,76.83,,,
16035,ID,Clearwater,963,12613,24169,78.63,77.89,79.37,,,
28115,MS,Pontotoc,848,13996,24172,76.97,76.4,77.59,,,
28061,MS,Jasper,877,13652,24176,74.89,74.15,75.63,,,
20145,KS,Pawnee,862,13834,24178,78.82,77.99,79.65,,,
22113,LA,Vermilion,837,14135,24179,76.52,76.02,77.03,,,
22079,LA,Rapides,943,12864,24180,75.22,74.8,75.62,,,
12093,FL,Okeechobee,964,12613,24181,76.09,75.47,76.66,,,
39131,OH,Pike,924,13093,24181,74.75,74.17,75.36,,,
30003,MT,Big Horn,802,14558,24182,73.62,72.77,74.49,,,
31003,NE,Antelope,791,14691,24183,81.22,80.47,81.96,,,
47071,TN,Hardin,917,13181,24185,73.96,73.29,74.63,,,
17169,IL,Schuyler,870,13751,24191,78.82,78.01,79.56,,,
22031,LA,De Soto,860,13871,24191,74.86,74.22,75.54,,,
39119,OH,Muskingum,929,13047,24195,77.04,76.62,77.46,,,
47173,TN,Union,846,14045,24197,74.69,74.02,75.36,,,
47089,TN,Jefferson,929,13056,24204,76.3,75.79,76.77,,,
39095,OH,Lucas,1019,11981,24209,77.06,76.79,77.34,,,
18121,IN,Parke,819,14382,24210,78.02,77.37,78.65,,,
39047,OH,Fayette,930,13051,24211,75.34,74.76,75.91,,,
16057,ID,Latah,955,12753,24213,81.01,80.48,81.6,,,
39059,OH,Guernsey,898,13437,24213,76.8,76.31,77.3,,,
38003,ND,Barnes,900,13415,24215,79.88,79.21,80.55,,,
46071,SD,Jackson,817,14415,24219,75.01,73.89,76.15,,,
20133,KS,Neosho,848,14046,24222,77.32,76.64,77.96,,,
29005,MO,Atchison,824,14338,24226,78.39,77.51,79.22,,,
51155,VA,Pulaski,900,13427,24227,76.92,76.47,77.36,,,
29209,MO,Stone,935,13012,24232,76.32,75.75,76.9,,,
21031,KY,Butler,813,14479,24235,75.8,75.1,76.51,,,
37079,NC,Greene,926,13124,24236,76.91,76.25,77.58,,,
22023,LA,Cameron,751,15225,24237,78.15,77.28,79.05,,,
1127,AL,Walker,863,13882,24238,71.57,71.08,72.07,,,
29225,MO,Webster,853,14002,24238,74.38,73.65,75.08,,,
1029,AL,Cleburne,908,13343,24239,74.3,73.62,75.04,,,
26103,MI,Marquette,941,12948,24240,79.31,78.88,79.72,,,
40065,OK,Jackson,910,13320,24240,75.76,75.15,76.37,,,
48179,TX,Gray,934,13038,24246,75.4,74.76,76.04,,,
22087,LA,St. Bernard,972,12584,24248,74.31,73.75,74.87,,,
29137,MO,Monroe,845,14112,24252,78.35,77.52,79.16,,,
51117,VA,Mecklenburg,949,12865,24253,80.62,80.25,80.99,,,
18095,IN,Madison,875,13754,24254,76.76,76.37,77.14,,,
16087,ID,Washington,935,13036,24256,78.71,77.99,79.43,,,
48125,TX,Dickens,904,13408,24256,77.23,76.12,78.35,,,
37157,NC,Rockingham,897,13494,24258,75.85,75.42,76.29,,,
45023,SC,Chester,814,14494,24262,73.64,73.05,74.24,,,
48093,TX,Comanche,900,13467,24267,77.17,76.42,77.86,,,
47045,TN,Dyer,900,13470,24270,74.73,74.13,75.29,,,
5015,AR,Carroll,924,13184,24272,77.97,77.39,78.55,,,
2050,AK,Bethel,1087,11229,24273,74.29,73.16,75.54,,,
40039,OK,Custer,906,13401,24273,75.56,74.94,76.16,,,
26011,MI,Arenac,926,13162,24274,77.24,76.59,77.82,,,
8105,CO,Rio Grande,916,13290,24282,77.71,76.93,78.43,,,
39023,OH,Clark,980,12523,24283,76.34,75.97,76.72,,,
39113,OH,Montgomery,1045,11747,24287,76.91,76.67,77.17,,,
29075,MO,Gentry,862,13947,24291,78.35,77.58,79.11,,,
19027,IA,Carroll,856,14021,24293,80.36,79.78,80.92,,,
19175,IA,Union,905,13436,24296,78.67,78.04,79.32,,,
26133,MI,Osceola,898,13520,24296,78.21,77.63,78.78,,,
48045,TX,Briscoe,785,14879,24299,77.56,76.37,78.75,,,
42087,PA,Mifflin,917,13296,24300,79.04,78.56,79.52,,,
1107,AL,Pickens,817,14497,24301,74.55,73.86,75.21,,,
19189,IA,Winnebago,858,14011,24307,80.68,80.01,81.39,,,
42085,PA,Mercer,961,12785,24317,78.58,78.21,78.93,,,
29063,MO,DeKalb,874,13832,24320,78.55,77.86,79.28,,,
31133,NE,Pawnee,864,13957,24325,79.8,78.83,80.77,,,
47031,TN,Coffee,932,13146,24330,74.92,74.41,75.44,,,
12075,FL,Levy,994,12407,24335,75.43,74.84,76,,,
13033,GA,Burke,828,14403,24339,73.27,72.56,73.93,,,
29217,MO,Vernon,868,13923,24339,77.16,76.55,77.77,,,
17151,IL,Pope,878,13804,24340,77.98,77.02,78.95,,,
1019,AL,Cherokee,979,12598,24346,75.08,74.45,75.72,,,
39003,OH,Allen,948,12972,24348,77.95,77.58,78.35,,,
21003,KY,Allen,843,14235,24351,75.88,75.22,76.56,,,
20137,KS,Norton,856,14080,24352,79.46,78.6,80.28,,,
1103,AL,Morgan,946,13003,24355,76.21,75.77,76.62,,,
16077,ID,Power,824,14470,24358,78.37,77.42,79.31,,,
19193,IA,Woodbury,930,13200,24360,78.35,77.95,78.75,,,
29119,MO,McDonald,798,14786,24362,77.49,76.87,78.16,,,
40123,OK,Pontotoc,899,13574,24362,74.67,74.12,75.26,,,
29167,MO,Polk,861,14033,24365,76.57,75.98,77.13,,,
47057,TN,Grainger,853,14130,24366,74.62,74,75.25,,,
38063,ND,Nelson,842,14264,24368,77.58,76.65,78.52,,,
26041,MI,Delta,933,13173,24369,79.75,79.24,80.23,,,
39167,OH,Washington,923,13293,24369,77.63,77.23,78.07,,,
29087,MO,Holt,861,14040,24372,79.17,78.26,80.08,,,
22111,LA,Union,912,13429,24373,75.33,74.67,76,,,
48233,TX,Hutchinson,914,13406,24374,75.51,74.9,76.14,,,
48245,TX,Jefferson,1021,12122,24374,75.91,75.55,76.25,,,
51071,VA,Giles,854,14128,24376,76.93,76.32,77.55,,,
31145,NE,Red Willow,903,13548,24384,79.37,78.69,80.14,,,
39053,OH,Gallia,978,12648,24384,75.55,74.98,76.12,,,
54049,WV,Marion,935,13164,24384,77.41,76.88,77.93,,,
17125,IL,Mason,892,13681,24385,80.15,79.86,80.45,,,
48141,TX,El Paso,972,12721,24385,77.77,77.37,78.16,,,
29007,MO,Audrain,897,13622,24386,77.47,76.89,78.07,,,
13251,GA,Screven,937,13144,24388,74.32,73.57,75.01,,,
18157,IN,Tippecanoe,1012,12244,24388,79.14,78.76,79.51,,,
46023,SD,Charles Mix,813,14635,24391,78.52,77.66,79.25,,,
20187,KS,Stanton,852,14189,24413,78.63,77.47,79.77,,,
24510,MD,Baltimore,1200,10023,24423,79.32,78.87,79.78,,,
29139,MO,Montgomery,923,13347,24423,76.81,76.07,77.48,,,
37163,NC,Sampson,909,13519,24427,75.74,75.27,76.24,,,
21027,KY,Breckinridge,839,14367,24435,76.2,75.54,76.83,,,
1101,AL,Montgomery,1033,12046,24442,75.83,75.48,76.2,,,
42013,PA,Blair,976,12730,24442,78.08,77.74,78.44,,,
13027,GA,Brooks,912,13499,24443,75.59,74.87,76.28,,,
48037,TX,Bowie,991,12557,24449,75.69,75.24,76.14,,,
53023,WA,Garfield,843,14333,24449,80.56,79.47,81.63,,,
48429,TX,Stephens,905,13597,24457,76.55,75.75,77.33,,,
48371,TX,Pecos,855,14199,24459,78.24,77.55,78.92,,,
19141,IA,O'Brien,868,14045,24461,80.26,79.66,80.84,,,
13257,GA,Stephens,902,13643,24467,74.51,73.9,75.15,,,
20163,KS,Rooks,845,14327,24467,78.51,77.62,79.37,,,
31091,NE,Hooker,838,14412,24468,80.35,78.9,81.77,,,
26073,MI,Isabella,980,12709,24469,79.06,78.6,79.52,,,
27151,MN,Swift,876,13959,24471,81.13,80.4,81.85,,,
42049,PA,Erie,1010,12352,24472,78.37,78.04,78.66,,,
48343,TX,Morris,976,12760,24472,75.33,74.63,76.05,,,
40149,OK,Washita,814,14710,24478,76.46,75.69,77.31,,,
8055,CO,Huerfano,995,12540,24480,77.41,76.54,78.3,,,
29045,MO,Clark,853,14245,24481,77.3,76.5,78.11,,,
16005,ID,Bannock,966,12895,24487,77.86,77.4,78.32,,,
39007,OH,Ashtabula,946,13136,24488,76.64,76.22,77.02,,,
41011,OR,Coos,1015,12311,24491,76.83,76.38,77.26,,,
30021,MT,Dawson,931,13322,24494,78.57,77.73,79.4,,,
35009,NM,Curry,958,12998,24494,77.53,76.98,78.06,,,
13295,GA,Walker,915,13516,24496,74.85,74.38,75.29,,,
37197,NC,Yadkin,876,13984,24496,77.23,76.73,77.76,,,
1079,AL,Lawrence,861,14165,24497,74.33,73.75,74.92,,,
47111,TN,Macon,820,14663,24503,74.61,74,75.21,,,
48441,TX,Taylor,1001,12494,24506,76.78,76.37,77.21,,,
17065,IL,Hamilton,868,14091,24507,77.7,76.95,78.51,,,
51037,VA,Charlotte,929,13361,24509,77.53,76.91,78.15,,,
28037,MS,Franklin,934,13302,24510,74.86,73.88,75.74,,,
16047,ID,Gooding,897,13747,24511,78.13,77.42,78.82,,,
8115,CO,Sedgwick,843,14398,24514,78.22,77.15,79.27,,,
40137,OK,Stephens,918,13498,24514,75.45,74.97,75.93,,,
21187,KY,Owen,854,14267,24515,76.62,75.85,77.43,,,
48001,TX,Anderson,947,13151,24515,73.41,72.91,73.95,,,
13319,GA,Wilkinson,908,13620,24516,74.74,73.98,75.58,,,
37169,NC,Stokes,890,13837,24517,77.26,76.77,77.74,,,
18039,IN,Elkhart,930,13358,24518,78.78,78.41,79.16,,,
19063,IA,Emmet,878,13982,24518,79.65,78.95,80.36,,,
35011,NM,De Baca,834,14512,24520,77.61,76.45,78.72,,,
31101,NE,Keith,929,13380,24528,79.24,78.48,80.04,,,
48313,TX,Madison,1021,12279,24531,79.78,78.86,80.64,,,
47033,TN,Crockett,855,14272,24532,75.32,74.57,76.04,,,
21219,KY,Todd,841,14447,24539,75.78,75,76.5,,,
20209,KS,Wyandotte,1008,12446,24542,75.35,74.94,75.75,,,
31059,NE,Fillmore,831,14572,24544,79.03,78.27,79.76,,,
18077,IN,Jefferson,924,13458,24546,76.18,75.66,76.7,,,
19033,IA,Cerro Gordo,965,12968,24548,79.23,78.76,79.73,,,
22043,LA,Grant,879,14009,24557,74.75,74.03,75.41,,,
16075,ID,Payette,970,12918,24558,78.51,77.85,79.13,,,
37195,NC,Wilson,1016,12367,24559,76.42,75.96,76.9,,,
12007,FL,Bradford,924,13474,24562,76.07,75.45,76.67,,,
47007,TN,Bledsoe,915,13584,24564,76.57,75.81,77.26,,,
4007,AZ,Gila,961,13034,24566,76.26,75.71,76.79,,,
17177,IL,Stephenson,953,13133,24569,79.68,79.23,80.13,,,
54061,WV,Monongalia,1012,12428,24572,79.15,78.73,79.55,,,
27071,MN,Koochiching,941,13283,24575,79.3,78.64,79.96,,,
31181,NE,Webster,829,14630,24578,78.78,77.88,79.68,,,
48169,TX,Garza,891,13886,24578,76.17,75.27,77.11,,,
31125,NE,Nance,859,14271,24579,78.45,77.52,79.36,,,
48227,TX,Howard,932,13396,24580,74.89,74.3,75.49,,,
51660,VA,Harrisonburg,1045,12041,24581,74.71,74.11,75.31,,,
54073,WV,Pleasants,905,13733,24593,76.47,75.65,77.34,,,
8101,CO,Pueblo,1038,12138,24594,77.5,77.13,77.89,,,
21139,KY,Livingston,864,14232,24600,75.37,74.66,76.09,,,
29031,MO,Cape Girardeau,956,13128,24600,78.57,78.1,79.02,,,
30027,MT,Fergus,932,13416,24600,78.62,77.94,79.32,,,
22019,LA,Calcasieu,957,13117,24601,75.13,74.78,75.52,,,
12049,FL,Hardee,909,13696,24604,78.51,77.81,79.17,,,
38031,ND,Foster,871,14159,24611,79.42,78.48,80.41,,,
46115,SD,Spink,856,14339,24611,79.79,78.91,80.67,,,
48475,TX,Ward,923,13537,24613,76.16,75.39,76.92,,,
37151,NC,Randolph,925,13515,24615,77.1,76.71,77.48,,,
39067,OH,Harrison,858,14319,24615,76.35,75.65,77.01,,,
17173,IL,Shelby,859,14308,24616,79.85,79.31,80.4,,,
18055,IN,Greene,868,14204,24620,76.76,76.21,77.28,,,
29033,MO,Carroll,859,14312,24620,77.36,76.58,78.11,,,
30025,MT,Fallon,884,14015,24623,78.77,77.76,79.83,,,
48461,TX,Upton,873,14150,24626,76.37,75.28,77.44,,,
30053,MT,Lincoln,1009,12522,24630,77.55,76.93,78.16,,,
51025,VA,Brunswick,953,13210,24646,79.69,79.18,80.2,,,
26039,MI,Crawford,910,13729,24649,77.96,77.29,78.62,,,
18007,IN,Benton,850,14450,24650,78.41,77.67,79.23,,,
29109,MO,Lawrence,903,13816,24652,76.84,76.29,77.4,,,
40151,OK,Woods,870,14213,24653,77.22,76.48,78,,,
41001,OR,Baker,964,13085,24653,78.29,77.69,78.91,,,
19065,IA,Fayette,883,14059,24655,79.9,79.33,80.48,,,
17127,IL,Massac,965,13076,24656,80.09,79.72,80.41,,,
48465,TX,Val Verde,958,13160,24656,79.53,79,80.05,,,
48485,TX,Wichita,1016,12464,24656,75.66,75.28,76.04,,,
30105,MT,Valley,905,13798,24658,78.98,78.02,79.83,,,
8109,CO,Saguache,928,13523,24659,79.75,78.87,80.61,,,
22105,LA,Tangipahoa,965,13080,24660,74.26,73.81,74.7,,,
26121,MI,Muskegon,962,13116,24660,77.65,77.29,78.01,,,
45083,SC,Spartanburg,965,13083,24663,75.68,75.36,76.01,,,
55075,WI,Marinette,948,13289,24665,78.9,78.39,79.36,,,
48349,TX,Navarro,944,13338,24666,75.97,75.44,76.49,,,
48249,TX,Jim Wells,937,13425,24669,76.45,75.89,76.99,,,
19109,IA,Kossuth,842,14568,24672,81.38,80.79,81.94,,,
37199,NC,Yancey,971,13020,24672,78.08,77.4,78.72,,,
31123,NE,Morrill,849,14497,24685,78.3,77.39,79.25,,,
38099,ND,Walsh,875,14187,24687,79.14,78.39,79.93,,,
51001,VA,Accomack,991,12799,24691,75.99,75.44,76.56,,,
19161,IA,Sac,832,14708,24692,79.82,79.15,80.49,,,
8075,CO,Logan,910,13776,24696,79.5,78.9,80.07,,,
17171,IL,Scott,839,14628,24696,78.78,77.87,79.68,,,
37041,NC,Chowan,1009,12590,24698,77.28,76.6,78.03,,,
13263,GA,Talbot,948,13325,24701,74.41,73.47,75.27,,,
18139,IN,Rush,876,14194,24706,77.65,76.94,78.27,,,
40125,OK,Pottawatomie,922,13647,24711,74.89,74.4,75.42,,,
13115,GA,Floyd,968,13096,24712,75.8,75.36,76.22,,,
39147,OH,Seneca,916,13720,24712,78.15,77.71,78.61,,,
13191,GA,McIntosh,902,13891,24715,75.42,74.81,76,,,
42073,PA,Lawrence,976,13003,24715,78.21,77.84,78.6,,,
30001,MT,Beaverhead,925,13622,24722,79.97,79.24,80.69,,,
37067,NC,Forsyth,1064,11958,24726,78.06,77.76,78.37,,,
