FIPS,state,county,monthly_housing,annual_transportation ,total_cost,life_expectancy,male_life_expectancy,female_life_expectancy,,,
36043,NY,Herkimer,1013,13415,25571,79.51,79.09,79.94,,,
4009,AZ,Graham,955,14112,25572,77.52,76.91,78.1,,,
17139,IL,Moultrie,933,14376,25572,78.19,77.56,78.8,,,
21067,KY,Fayette,1102,12348,25572,78.4,78.09,78.73,,,
42003,PA,Allegheny,1181,11402,25574,78.5,78.34,78.69,,,
48479,TX,Webb,1091,12483,25575,79.69,79.33,80.06,,,
26083,MI,Keweenaw,939,14310,25578,80.2,79.19,81.22,,,
20003,KS,Anderson,975,13880,25580,78.79,78,79.54,,,
30079,MT,Prairie,820,15746,25586,79.19,77.83,80.55,,,
26079,MI,Kalkaska,906,14716,25588,77.85,77.19,78.5,,,
28041,MS,Greene,984,13780,25588,75.1,74.27,75.88,,,
31157,NE,Scotts Bluff,1024,13300,25588,78.09,77.57,78.64,,,
5053,AR,Grant,902,14765,25589,75.93,75.25,76.61,,,
1081,AL,Lee,1055,12930,25590,76.52,76.1,76.96,,,
20109,KS,Logan,923,14514,25590,78.67,77.62,79.72,,,
42007,PA,Beaver,1054,12952,25600,78.39,78.04,78.71,,,
18155,IN,Switzerland,947,14238,25602,76.5,75.67,77.29,,,
53047,WA,Okanogan,942,14298,25602,78.24,77.7,78.75,,,
20151,KS,Pratt,948,14227,25603,78.39,77.63,79.16,,,
36057,NY,Montgomery,1050,13003,25603,78.77,78.32,79.22,,,
18113,IN,Noble,933,14413,25609,77.73,77.21,78.21,,,
31047,NE,Dawson,929,14470,25618,78.96,78.37,79.58,,,
55035,WI,Eau Claire,1084,12610,25618,80.57,80.18,80.96,,,
26151,MI,Sanilac,948,14245,25621,78.27,77.79,78.76,,,
31075,NE,Grant,808,15928,25624,79.71,78.17,81.2,,,
46059,SD,Hand,939,14358,25626,81.62,80.7,82.51,,,
55139,WI,Winnebago,1096,12482,25634,80.24,79.88,80.61,,,
2275,AK,Wrangell ,1154,11787,25635,78.19,77.56,78.89,,,
19041,IA,Clay,945,14300,25640,80.29,79.71,80.89,,,
37159,NC,Rowan,980,13880,25640,75.92,75.51,76.33,,,
38073,ND,Ransom,953,14205,25641,78.53,77.66,79.41,,,
29135,MO,Moniteau,920,14604,25644,78.16,77.47,78.86,,,
48011,TX,Armstrong,877,15120,25644,77.22,76.07,78.41,,,
40093,OK,Major,893,14937,25653,76.38,75.81,76.95,,,
48457,TX,Tyler,990,13778,25658,75.51,74.81,76.16,,,
42035,PA,Clinton,999,13672,25660,78.58,78.1,79.13,,,
31067,NE,Gage,977,13937,25661,78.97,78.41,79.54,,,
29101,MO,Johnson,994,13735,25663,78.26,77.77,78.76,,,
13079,GA,Crawford,991,13779,25671,76.63,75.86,77.4,,,
18023,IN,Clinton,934,14465,25673,77.88,77.35,78.39,,,
45073,SC,Oconee,1041,13182,25674,77.43,76.96,77.88,,,
16039,ID,Elmore,1016,13490,25682,78.46,77.82,79.09,,,
40059,OK,Harper,801,16070,25682,76.34,75.31,77.37,,,
12033,FL,Escambia,1102,12459,25683,76.33,76.03,76.65,,,
19127,IA,Marshall,971,14031,25683,77.37,76.89,77.88,,,
20199,KS,Wallace,827,15759,25683,79.47,78.3,80.65,,,
23011,ME,Kennebec,1049,13097,25685,78.53,78.18,78.92,,,
30109,MT,Wibaux,920,14647,25687,77.46,76.08,78.85,,,
17201,IL,Winnebago,1096,12537,25689,77.95,77.65,78.27,,,
36023,NY,Cortland,995,13751,25691,79,78.51,79.48,,,
26075,MI,Jackson,1054,13044,25692,77.84,77.47,78.21,,,
32023,NV,Nye,1020,13452,25692,74.26,73.23,75.23,,,
37103,NC,Jones,932,14511,25695,76.53,75.71,77.34,,,
48237,TX,Jack,964,14127,25695,76.73,75.93,77.5,,,
55099,WI,Price,986,13864,25696,79.2,78.58,79.8,,,
20025,KS,Clark,855,15437,25697,78.44,77.34,79.57,,,
12053,FL,Hernando,1053,13063,25699,77.6,77.22,77.96,,,
48229,TX,Hudspeth,816,15907,25699,81.14,79.97,82.24,,,
18143,IN,Scott,966,14119,25711,73.42,72.77,74.02,,,
31127,NE,Nemaha,960,14192,25712,79.29,78.51,80.06,,,
35001,NM,Bernalillo,1164,11752,25720,78.7,78.45,78.95,,,
46077,SD,Kingsbury,894,14994,25722,79.22,78.44,80.07,,,
41033,OR,Josephine,1138,12068,25724,77.34,76.92,77.78,,,
48213,TX,Henderson,1029,13379,25727,75.33,74.89,75.77,,,
56015,WY,Goshen,990,13849,25729,79.81,79.12,80.52,,,
39027,OH,Clinton,1007,13646,25730,76.81,76.29,77.35,,,
19169,IA,Story,1079,12784,25732,82.12,81.71,82.52,,,
38081,ND,Sargent,911,14802,25734,81.11,80.2,82.02,,,
27105,MN,Nobles,942,14434,25738,81.35,80.85,81.88,,,
37177,NC,Tyrrell,918,14722,25738,77.51,76.5,78.54,,,
21017,KY,Bourbon,947,14378,25742,76.95,76.33,77.57,,,
26113,MI,Missaukee,922,14681,25745,78.49,77.83,79.14,,,
20063,KS,Gove,897,14983,25747,79.63,78.59,80.59,,,
38055,ND,McLean,962,14207,25751,79.37,78.67,80.08,,,
48149,TX,Fayette,929,14606,25754,79.26,78.7,79.79,,,
16027,ID,Canyon,991,13864,25756,79.05,78.67,79.4,,,
17105,IL,Livingston,1020,13516,25756,77.98,77.47,78.48,,,
40045,OK,Ellis,865,15376,25756,77.03,76.06,78.02,,,
16069,ID,Nez Perce,1046,13206,25758,78.23,77.69,78.75,,,
1009,AL,Blount,963,14206,25762,76.16,75.66,76.69,,,
23019,ME,Penobscot,1046,13214,25766,78.64,78.28,78.99,,,
20071,KS,Greeley,880,15209,25769,78.2,76.96,79.4,,,
48501,TX,Yoakum,921,14718,25770,77.61,76.72,78.47,,,
29095,MO,Jackson,1117,12367,25771,77.19,76.94,77.46,,,
53003,WA,Asotin,1021,13521,25773,79.19,78.54,79.82,,,
13195,GA,Madison,971,14126,25778,73.76,73.05,74.45,,,
19089,IA,Howard,912,14834,25778,80.32,79.63,81.02,,,
21117,KY,Kenton,1110,12458,25778,77.06,76.66,77.44,,,
22071,LA,Orleans,1274,10491,25779,75.8,75.45,76.15,,,
20161,KS,Riley,1116,12390,25782,81.46,80.96,81.94,,,
37175,NC,Transylvania,1022,13518,25782,80.33,79.84,80.84,,,
48401,TX,Rusk,959,14275,25783,76.03,75.51,76.56,,,
27063,MN,Jackson,928,14648,25784,81.73,81.07,82.41,,,
46111,SD,Sanborn,932,14609,25793,77.41,76.55,78.23,,,
18125,IN,Pike,884,15190,25798,77.64,76.98,78.36,,,
19177,IA,Van Buren,877,15279,25803,78.65,77.91,79.4,,,
38039,ND,Griggs,879,15255,25803,79.77,78.86,80.74,,,
47093,TN,Knox,1122,12343,25807,76.83,76.55,77.12,,,
47127,TN,Moore,933,14614,25810,79.03,78.16,79.91,,,
12105,FL,Polk,1082,12829,25813,77.96,77.71,78.2,,,
2220,AK,Sitka ,1095,12675,25815,78.19,77.56,78.89,,,
20057,KS,Ford,926,14707,25819,78.5,77.91,79.07,,,
13083,GA,Dade,975,14124,25824,75.58,74.84,76.29,,,
47015,TN,Cannon,889,15156,25824,75.4,74.67,76.12,,,
8071,CO,Las Animas,1060,13105,25825,77.65,76.97,78.34,,,
42009,PA,Bedford,966,14234,25826,79.25,78.79,79.71,,,
55023,WI,Crawford,988,13970,25826,79.64,78.98,80.25,,,
47065,TN,Hamilton,1107,12543,25827,77.45,77.16,77.75,,,
48415,TX,Scurry,979,14079,25827,76.99,76.29,77.65,,,
46097,SD,Miner,933,14632,25828,80.25,79.34,81.24,,,
20051,KS,Ellis,1032,13454,25838,79.65,79.11,80.25,,,
31151,NE,Saline,948,14462,25838,79.27,78.55,79.95,,,
37087,NC,Haywood,1053,13202,25838,78.11,77.64,78.54,,,
45003,SC,Aiken,1015,13658,25838,77.12,76.71,77.53,,,
1125,AL,Tuscaloosa,1079,12892,25840,75.8,75.41,76.16,,,
48303,TX,Lubbock,1105,12582,25842,76.86,76.52,77.18,,,
1073,AL,Jefferson,1142,12140,25844,75.34,75.11,75.59,,,
31041,NE,Custer,903,15012,25848,79.27,78.62,79.87,,,
48161,TX,Freestone,1007,13764,25848,76.14,75.48,76.85,,,
39063,OH,Hancock,1039,13382,25850,79.46,79.06,79.9,,,
35061,NM,Valencia,1020,13611,25851,76.82,76.34,77.25,,,
45045,SC,Greenville,1088,12798,25854,78.01,77.76,78.27,,,
48051,TX,Burleson,941,14563,25855,77.78,77.08,78.48,,,
8065,CO,Lake,1019,13630,25858,81.57,81.06,82.07,,,
23001,ME,Androscoggin,1103,12623,25859,78.28,77.9,78.66,,,
13007,GA,Baker,1006,13788,25860,77.97,76.9,79.03,,,
27133,MN,Rock,991,13968,25860,79.89,79.17,80.6,,,
36063,NY,Niagara,1070,13023,25863,78.44,78.12,78.76,,,
48041,TX,Brazos,1146,12113,25865,79.92,79.54,80.29,,,
36035,NY,Fulton,1067,13062,25866,78.88,78.44,79.36,,,
47175,TN,Van Buren,914,14898,25866,75.93,75,76.89,,,
39109,OH,Miami,1046,13315,25867,78.85,78.48,79.23,,,
47169,TN,Trousdale,923,14791,25867,73.84,72.96,74.75,,,
1007,AL,Bibb,969,14241,25869,73.97,73.28,74.68,,,
19117,IA,Lucas,1001,13857,25869,79.19,78.45,79.93,,,
56027,WY,Niobrara,1029,13522,25870,78.86,77.81,79.89,,,
55113,WI,Sawyer,1003,13838,25874,77.79,77.16,78.4,,,
36017,NY,Chenango,1002,13853,25877,78.64,78.18,79.1,,,
37063,NC,Durham,1172,11815,25879,79.07,78.72,79.41,,,
16083,ID,Twin Falls,996,13928,25880,78.04,77.61,78.48,,,
37071,NC,Gaston,1032,13499,25883,75.39,75.04,75.73,,,
41021,OR,Gilliam,886,15251,25883,80.38,79.25,81.51,,,
48027,TX,Bell,1107,12599,25883,77.91,77.56,78.27,,,
48099,TX,Coryell,1037,13439,25883,77.88,77.41,78.39,,,
21049,KY,Clark,1002,13862,25886,75.77,75.23,76.33,,,
30045,MT,Judith Basin,903,15051,25887,80.86,79.67,82.05,,,
20179,KS,Sheridan,910,14971,25891,80,78.98,81.05,,,
24039,MD,Somerset,1025,13593,25893,78.83,78.41,79.26,,,
28129,MS,Smith,1023,13622,25898,75.03,74.3,75.75,,,
40033,OK,Cotton,882,15314,25898,75.19,74.36,76.08,,,
18119,IN,Owen,972,14239,25903,76.29,75.66,76.88,,,
39077,OH,Huron,999,13917,25905,77.67,77.23,78.11,,,
22055,LA,Lafayette,1093,12790,25906,74.77,74.09,75.5,,,
8027,CO,Custer,1053,13273,25909,81.46,80.46,82.44,,,
51091,VA,Highland,937,14665,25909,78.59,78.12,79.04,,,
20193,KS,Thomas,924,14822,25910,79.3,78.45,80.08,,,
20115,KS,Marion,921,14863,25915,80.23,79.55,80.9,,,
45051,SC,Horry,1125,12419,25919,77.02,76.69,77.34,,,
22047,LA,Iberville,946,14568,25920,74.92,74.28,75.53,,,
31063,NE,Frontier,896,15171,25923,81.12,80.16,82.03,,,
42105,PA,Potter,961,14392,25924,78.84,78.23,79.46,,,
20043,KS,Doniphan,936,14694,25926,79.01,78.25,79.75,,,
26077,MI,Kalamazoo,1083,12932,25928,79.11,78.78,79.43,,,
40117,OK,Pawnee,956,14459,25931,74.82,74.11,75.53,,,
37115,NC,Madison,1009,13824,25932,74.22,73.62,74.85,,,
45081,SC,Saluda,936,14700,25932,76.96,76.28,77.59,,,
31035,NE,Clay,878,15408,25944,79.07,78.26,79.89,,,
40037,OK,Creek,983,14151,25947,75.01,74.55,75.49,,,
51009,VA,Amherst,1007,13863,25947,77.27,76.54,78.07,,,
20175,KS,Seward,970,14310,25950,78.38,77.65,79.02,,,
18151,IN,Steuben,972,14288,25952,78.85,78.33,79.39,,,
27107,MN,Norman,929,14805,25953,79.27,78.44,80.09,,,
42081,PA,Lycoming,1067,13150,25954,78.68,78.32,79.04,,,
48165,TX,Gaines,879,15406,25954,77.94,77.23,78.69,,,
8095,CO,Phillips,942,14654,25958,80.42,79.52,81.3,,,
17103,IL,Lee,1036,13526,25958,78.23,77.71,78.78,,,
54079,WV,Putnam,1064,13190,25958,77.41,76.93,77.84,,,
53027,WA,Grays Harbor,1034,13551,25959,76.61,76.16,77.05,,,
37105,NC,Lee,1009,13853,25961,76.91,76.39,77.42,,,
21077,KY,Gallatin,984,14172,25980,73.25,72.37,74.13,,,
17117,IL,Macoupin,972,14318,25982,78.04,77.36,78.69,,,
55129,WI,Washburn,1018,13767,25983,78.29,77.68,78.88,,,
30019,MT,Daniels,975,14284,25984,79.14,77.84,80.52,,,
46065,SD,Hughes,1087,12942,25986,80,79.31,80.68,,,
40109,OK,Oklahoma,1108,12691,25987,75.85,75.6,76.09,,,
35021,NM,Harding,901,15178,25990,80.83,79.49,82.16,,,
37145,NC,Person,984,14183,25991,76.61,76.06,77.14,,,
40129,OK,Roger Mills,844,15863,25991,77.18,76.11,78.32,,,
31077,NE,Greeley,868,15580,25996,80.43,79.5,81.44,,,
40081,OK,Lincoln,925,14898,25998,75.51,74.95,76.08,,,
13255,GA,Spalding,999,14011,25999,74.62,74.12,75.14,,,
5085,AR,Lonoke,996,14048,26000,75.86,75.36,76.36,,,
31185,NE,York,989,14137,26005,80.44,79.83,81.01,,,
5105,AR,Perry,935,14786,26006,75.51,74.75,76.25,,,
29061,MO,Daviess,948,14637,26013,77.54,76.77,78.31,,,
30081,MT,Ravalli,1083,13017,26013,80.14,79.64,80.65,,,
40143,OK,Tulsa,1116,12621,26013,76.73,76.48,76.98,,,
48407,TX,San Jacinto,964,14448,26016,76.01,75.38,76.67,,,
18161,IN,Union,938,14761,26017,77.7,76.86,78.57,,,
22033,LA,East Baton Rouge,1128,12483,26019,76.35,76.03,76.66,,,
55069,WI,Lincoln,1014,13851,26019,79.39,78.85,79.93,,,
17041,IL,Douglas,959,14524,26032,78.85,78.27,79.47,,,
37021,NC,Buncombe,1136,12400,26032,78.8,78.48,79.1,,,
39061,OH,Hamilton,1167,12028,26032,77.24,77.01,77.47,,,
42037,PA,Columbia,1059,13330,26038,79.14,78.69,79.57,,,
48135,TX,Ector,1062,13294,26038,75.07,74.65,75.53,,,
20119,KS,Meade,896,15291,26043,79.24,78.3,80.18,,,
21163,KY,Meade,991,14151,26043,77.29,76.66,77.9,,,
51139,VA,Page,1014,13876,26044,77.7,76.9,78.47,,,
26127,MI,Oceana,981,14276,26048,78.86,78.27,79.4,,,
48369,TX,Parmer,971,14396,26048,78.82,77.93,79.6,,,
29019,MO,Boone,1103,12820,26056,79.82,79.47,80.2,,,
29173,MO,Ralls,955,14598,26058,79.2,78.5,79.94,,,
38047,ND,Logan,909,15150,26058,80.68,79.5,81.8,,,
48177,TX,Gonzales,947,14695,26059,77.05,76.41,77.69,,,
19097,IA,Jackson,991,14174,26066,79.38,78.8,79.97,,,
28137,MS,Tate,958,14570,26066,74.89,74.29,75.56,,,
12001,FL,Alachua,1186,11839,26071,78.64,78.3,78.97,,,
20041,KS,Dickinson,993,14160,26076,78.64,78.05,79.19,,,
20131,KS,Nemaha,947,14713,26077,80.23,79.58,80.92,,,
48159,TX,Franklin,1035,13657,26077,77.83,77.04,78.65,,,
39153,OH,Summit,1141,12387,26079,78.02,77.78,78.25,,,
22057,LA,Lafourche,1019,13853,26081,77.49,77.12,77.85,,,
27173,MN,Yellow Medicine,940,14801,26081,80.85,80.19,81.53,,,
41015,OR,Curry,1130,12523,26083,76.8,76.18,77.45,,,
29029,MO,Camden,1023,13811,26087,78.79,78.29,79.28,,,
48411,TX,San Saba,1048,13514,26090,78.47,77.65,79.34,,,
26137,MI,Otsego,987,14247,26091,79.21,78.64,79.79,,,
45055,SC,Kershaw,977,14367,26091,76.4,75.92,76.87,,,
20061,KS,Geary,1129,12549,26097,76.82,76.17,77.51,,,
19039,IA,Clarke,1004,14052,26100,78.57,77.87,79.32,,,
19163,IA,Scott,1143,12392,26108,79.34,79.01,79.71,,,
48223,TX,Hopkins,1004,14060,26108,76.79,76.22,77.37,,,
37013,NC,Beaufort,1055,13454,26114,76.37,75.85,76.85,,,
31037,NE,Colfax,909,15209,26117,80.58,79.83,81.32,,,
48143,TX,Erath,1022,13855,26119,78.45,77.91,79,,,
30033,MT,Garfield,895,15381,26121,80.29,79.06,81.52,,,
19131,IA,Mitchell,945,14784,26124,81.45,80.8,82.13,,,
39043,OH,Erie,1068,13309,26125,77.96,77.56,78.39,,,
20129,KS,Morton,961,14594,26126,77.79,76.71,78.85,,,
31011,NE,Boone,920,15097,26137,81.06,80.27,81.85,,,
37089,NC,Henderson,1082,13156,26140,79.17,78.78,79.54,,,
26155,MI,Shiawassee,1032,13766,26150,77.88,77.42,78.29,,,
48147,TX,Fannin,1035,13730,26150,75.87,75.3,76.42,,,
4019,AZ,Pima,1154,12303,26151,79.46,79.25,79.66,,,
31121,NE,Merrick,920,15112,26152,79.46,78.7,80.19,,,
8103,CO,Rio Blanco,950,14754,26154,79.25,78.32,80.2,,,
48023,TX,Baylor,1109,12847,26155,76.33,75.46,77.21,,,
45079,SC,Richland,1148,12380,26156,77.36,77.06,77.66,,,
38023,ND,Divide,961,14630,26162,80.82,79.68,82.03,,,
51031,VA,Campbell,1032,13786,26170,73.68,72.99,74.32,,,
20173,KS,Sedgwick,1086,13140,26172,77.65,77.35,77.9,,,
38009,ND,Bottineau,988,14322,26178,79.85,79,80.69,,,
20127,KS,Morris,946,14827,26179,79.85,79.1,80.68,,,
29199,MO,Scotland,1048,13605,26181,78.06,77.08,78.94,,,
48357,TX,Ochiltree,997,14223,26187,76.34,75.51,77.25,,,
29013,MO,Bates,944,14865,26193,76.84,76.22,77.53,,,
21037,KY,Campbell,1115,12817,26197,77.56,77.12,77.98,,,
48297,TX,Live Oak,987,14353,26197,79.44,78.7,80.17,,,
39049,OH,Franklin,1208,11702,26198,77.6,77.39,77.81,,,
31005,NE,Arthur,950,14800,26200,79.9,78.08,81.64,,,
1031,AL,Coffee,1036,13769,26201,76.48,75.94,76.98,,,
40085,OK,Love,896,15449,26201,75.7,74.86,76.51,,,
28071,MS,Lafayette,1061,13471,26203,76.82,76.3,77.37,,,
18099,IN,Marshall,978,14470,26206,79.06,78.52,79.54,,,
45037,SC,Edgefield,964,14640,26208,77.82,77.2,78.39,,,
21229,KY,Washington,960,14689,26209,77.76,77.05,78.53,,,
13225,GA,Peach,1009,14104,26212,73.82,73.15,74.51,,,
18037,IN,Dubois,962,14668,26212,78.93,78.44,79.4,,,
49021,UT,Iron,1006,14141,26213,79.15,78.61,79.68,,,
13149,GA,Heard,931,15042,26214,74.81,74.01,75.67,,,
8033,CO,Dolores,1001,14204,26216,79.5,78.16,80.71,,,
41019,OR,Douglas,1095,13077,26217,77.71,77.34,78.12,,,
45017,SC,Calhoun,954,14770,26218,76.27,75.52,76.98,,,
1001,AL,Autauga,1059,13514,26222,75.67,75.15,76.18,,46918,"104,262.22"
39039,OH,Defiance,1017,14019,26223,78.68,78.17,79.19,,,
55097,WI,Portage,1066,13434,26226,80.89,80.47,81.3,,,
12127,FL,Volusia,1179,12081,26229,77.49,77.26,77.74,,,
48181,TX,Grayson,1084,13224,26232,76.47,76.1,76.89,,,
47159,TN,Smith,940,14953,26233,74.71,74.05,75.36,,,
26123,MI,Newaygo,994,14313,26241,78.1,77.6,78.57,,,
35027,NM,Lincoln,1080,13287,26247,79.97,79.34,80.57,,,
36025,NY,Delaware,1042,13749,26253,79.54,79.07,80.02,,,
48391,TX,Refugio,1015,14073,26253,76.7,75.82,77.58,,,
29107,MO,Lafayette,966,14663,26255,77.46,76.94,77.98,,,
12067,FL,Lafayette,1071,13404,26256,77.05,76.16,77.89,,,
30037,MT,Golden Valley,830,16296,26256,79.67,78.3,81.12,,,
27015,MN,Brown,1023,13989,26265,81.26,80.72,81.8,,,
48217,TX,Hill,1037,13821,26265,76.59,76.08,77.17,,,
48013,TX,Atascosa,960,14747,26267,77.73,77.2,78.24,,,
22051,LA,Jefferson,1221,11618,26270,74.73,74.12,75.34,,,
36099,NY,Seneca,1038,13816,26272,79.2,78.71,79.72,,,
35045,NM,San Juan,1021,14022,26274,76.67,76.04,77.32,,,
51710,VA,Norfolk,1271,11022,26274,78.66,78.29,79.03,,,
13153,GA,Houston,1070,13437,26277,77.82,77.4,78.21,,,
41063,OR,Wallowa,1010,14158,26278,80.42,79.66,81.17,,,
47125,TN,Montgomery,1076,13368,26280,76.66,76.28,77.06,,,
39073,OH,Hocking,975,14584,26284,76.71,76.11,77.31,,,
21143,KY,Lyon,1090,13206,26286,76.61,75.83,77.4,,,
38043,ND,Kidder,928,15151,26287,81.18,80.09,82.2,,,
21191,KY,Pendleton,947,14932,26296,75.63,74.88,76.38,,,
30039,MT,Granite,992,14394,26298,80.35,79.25,81.44,,,
46011,SD,Brookings,1035,13880,26300,81.24,80.64,81.78,,,
29157,MO,Perry,975,14601,26301,78.63,78.06,79.27,,,
19099,IA,Jasper,1044,13782,26310,79.82,79.32,80.33,,,
48361,TX,Orange,1078,13374,26310,74.44,73.96,74.87,,,
48483,TX,Wheeler,974,14622,26310,75.33,74.35,76.27,,,
48301,TX,Loving,871,15860,26312,73.85,70.89,76.73,,,
38019,ND,Cavalier,938,15059,26315,80.72,79.76,81.62,,,
37093,NC,Hoke,1043,13800,26316,76.02,75.47,76.61,,,
19023,IA,Butler,940,15037,26317,80.23,79.62,80.81,,,
31103,NE,Keya Paha,984,14514,26322,81.14,80,82.31,,,
55071,WI,Manitowoc,1055,13662,26322,80.22,79.84,80.61,,,
19071,IA,Fremont,927,15199,26323,78.84,78.11,79.59,,,
22015,LA,Bossier,1115,12945,26325,77.14,76.75,77.55,,,
41059,OR,Umatilla,1018,14111,26327,78.47,78.01,78.92,,,
48355,TX,Nueces,1157,12445,26329,78.08,77.77,78.39,,,
18015,IN,Carroll,958,14834,26330,79.8,79.21,80.38,,,
40113,OK,Osage,984,14528,26336,77.93,77.44,78.46,,,
8125,CO,Yuma,994,14409,26337,79.43,78.65,80.17,,,
55013,WI,Burnett,1040,13861,26341,79.08,78.44,79.66,,,
21079,KY,Garrard,987,14504,26348,77.56,76.9,78.18,,,
27089,MN,Marshall,945,15009,26349,81.16,80.62,81.74,,,
26157,MI,Tuscola,1002,14326,26350,78.08,77.63,78.54,,,
13047,GA,Catoosa,1069,13525,26353,78.1,77.65,78.57,,,
17175,IL,Stark,920,15315,26355,78.31,77.42,79.16,,,
55005,WI,Barron,1032,13972,26356,79.58,79.15,80,,,
8121,CO,Washington,955,14898,26358,80.28,79.43,81.1,,,
31073,NE,Gosper,861,16026,26358,79.86,78.74,80.93,,,
31031,NE,Cherry,1010,14243,26363,80.12,79.33,80.92,,,
47119,TN,Maury,1036,13932,26364,73.78,73.13,74.41,,,
47009,TN,Blount,1084,13366,26374,77.37,76.96,77.76,,,
18085,IN,Kosciusko,998,14400,26376,78.52,78.07,78.95,,,
56043,WY,Washakie,1054,13736,26384,78.86,78.09,79.67,,,
48365,TX,Panola,989,14519,26387,75.64,74.98,76.3,,,
19043,IA,Clayton,969,14763,26391,80.5,79.95,81.07,,,
19115,IA,Louisa,959,14883,26391,79.3,78.56,79.98,,,
39083,OH,Knox,1048,13815,26391,78.21,77.76,78.67,,,
53063,WA,Spokane,1168,12378,26394,78.9,78.64,79.17,,,
32033,NV,White Pine,968,14783,26399,78.12,77.84,78.41,,,
17011,IL,Bureau,1007,14319,26403,79.49,79.05,80.02,,,
23007,ME,Franklin,973,14727,26403,79.22,78.68,79.75,,,
55103,WI,Richland,1024,14117,26405,80.63,80.04,81.23,,,
12003,FL,Baker,1024,14119,26407,75.25,74.67,75.89,,,
36097,NY,Schuyler,1017,14203,26407,79.18,78.59,79.77,,,
13123,GA,Gilmer,1040,13929,26409,78.32,77.67,78.94,,,
17075,IL,Iroquois,993,14493,26409,77.56,77.01,78.1,,,
21023,KY,Bracken,958,14913,26409,75.19,74.35,76.04,,,
42015,PA,Bradford,1038,13955,26411,78.72,78.31,79.15,,,
32017,NV,Lincoln,884,15806,26414,76.62,75.61,77.66,,,
18061,IN,Harrison,966,14828,26420,78.08,77.58,78.61,,,
5125,AR,Saline,1063,13667,26423,77.91,77.51,78.29,,,
42119,PA,Union,1110,13104,26424,81.3,80.84,81.75,,,
46049,SD,Faulk,1007,14343,26427,81.09,80.11,82.1,,,
49037,UT,San Juan,893,15711,26427,79.02,78.27,79.74,,,
51017,VA,Bath,988,14575,26431,78.66,78.29,79.03,,,
45057,SC,Lancaster,1001,14422,26434,76.82,76.35,77.26,,,
36123,NY,Yates,978,14701,26437,79.54,78.97,80.08,,,
20079,KS,Harvey,1036,14007,26439,79.17,78.66,79.72,,,
27029,MN,Clearwater,998,14464,26440,78.35,77.52,79.18,,,
46019,SD,Butte,1049,13853,26441,78.35,77.56,79.09,,,
51121,VA,Montgomery,1190,12161,26441,75.69,75.2,76.18,,,
55047,WI,Green Lake,1035,14021,26441,79.29,78.73,79.84,,,
56007,WY,Carbon,1022,14179,26443,77.3,76.61,77.97,,,
29025,MO,Caldwell,958,14959,26455,77.47,76.69,78.21,,,
41049,OR,Morrow,919,15430,26458,79.26,78.46,80.04,,,
42129,PA,Westmoreland,1104,13219,26467,78.9,78.64,79.15,,,
5007,AR,Benton,1086,13441,26473,79.39,78.99,79.73,,,
47157,TN,Shelby,1203,12046,26482,75.75,75.52,76,,,
6015,CA,Del Norte,1122,13021,26485,76.38,75.73,76.98,,,
13241,GA,Rabun,1135,12865,26485,77.48,76.85,78.16,,,
55117,WI,Sheboygan,1108,13198,26494,80.33,79.98,80.72,,,
18043,IN,Floyd,1109,13192,26500,77.17,76.74,77.57,,,
21221,KY,Trigg,948,15132,26508,76.29,75.61,77.02,,,
51700,VA,Newport News,1217,11909,26513,80.1,79.69,80.51,,,
51011,VA,Appomattox,987,14670,26514,77.77,77.24,78.34,,,
13311,GA,White,1056,13845,26517,78.14,77.51,78.76,,,
13137,GA,Habersham,1028,14186,26522,78.3,77.79,78.82,,,
20031,KS,Coffey,950,15125,26525,77.88,77.08,78.63,,,
42117,PA,Tioga,1037,14082,26526,79.23,78.75,79.67,,,
31141,NE,Platte,996,14575,26527,80.68,80.14,81.18,,,
38001,ND,Adams,1016,14336,26528,79.33,78.32,80.34,,,
38097,ND,Traill,1000,14531,26531,80.6,79.8,81.32,,,
19125,IA,Marion,1016,14340,26532,79.22,78.72,79.75,,,
26117,MI,Montcalm,949,15149,26537,77.78,77.33,78.24,,,
16073,ID,Owyhee,940,15259,26539,78.7,77.87,79.47,,,
23017,ME,Oxford,1011,14410,26542,78.47,78,78.88,,,
27007,MN,Beltrami,1050,13942,26542,78.41,77.84,78.95,,,
17073,IL,Henry,1010,14424,26544,79.4,78.95,79.84,,,
55081,WI,Monroe,1051,13932,26544,78.51,78.05,79.01,,,
48241,TX,Jasper,1056,13875,26547,75.48,74.88,76.06,,,
16023,ID,Butte,835,16531,26551,78.74,77.74,79.76,,,
31143,NE,Polk,913,15596,26552,80.64,79.82,81.37,,,
17179,IL,Tazewell,1095,13416,26556,78.69,78.33,79.05,,,
20113,KS,McPherson,1015,14377,26557,79.35,78.69,80.06,,,
42093,PA,Montour,1146,12808,26560,78.72,78.14,79.29,,,
48285,TX,Lavaca,1003,14528,26564,78.91,78.32,79.51,,,
32510,NV,Carson,1184,12359,26567,76.74,75.91,77.56,,,
16045,ID,Gem,1012,14425,26569,78.47,77.81,79.09,,,
30047,MT,Lake,1137,12929,26573,78.34,77.76,78.96,,,
17079,IL,Jasper,944,15246,26574,79.11,78.38,79.86,,,
36019,NY,Clinton,1095,13438,26578,79.18,78.73,79.6,,,
55019,WI,Clark,987,14734,26578,80.02,79.5,80.57,,,
